34
136,9
136,2
128,5
116,3
99,4
78,5
54,5
29,5
6,1
-11,6
-21
-22,6
-20,4
-17,9
-16,5
-16,5
-16,8
-17
-16,8
-16,5
-16,6
-17,2
-17,6
-17,6
-17,6
-17,6
-17,6
-17,7
-18,1
-18
-17,5
-17
-16,7
-16,8
-16,7
-16,5
-16,3
-16,1
-16
-16,3
-16,6
-16,7
-16,5
-16
-15,7
-15,6
-15,5
-15,3
-14,7
-14,3
-16
-14
-12
-14
-16
-15
-14
-12
-14
